"GEO_ID","NAME","B25077_001E","B25077_001M",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)",
"1400000US17031301803","Census Tract 3018.03; Cook County; Illinois","193000","19551",
"1400000US17031310200","Census Tract 3102; Cook County; Illinois","408100","56164",
"1400000US17031310300","Census Tract 3103; Cook County; Illinois","503700","120845",
"1400000US17031310400","Census Tract 3104; Cook County; Illinois","378400","131144",
"1400000US17031310500","Census Tract 3105; Cook County; Illinois","407500","59690",
"1400000US17031310600","Census Tract 3106; Cook County; Illinois","369200","28312",
"1400000US17031310700","Census Tract 3107; Cook County; Illinois","423500","123846",
"1400000US17031310800","Census Tract 3108; Cook County; Illinois","379700","97354",
"1400000US17031310900","Census Tract 3109; Cook County; Illinois","271200","46743",
"1400000US17031320101","Census Tract 3201.01; Cook County; Illinois","638900","132693",
"1400000US17031320102","Census Tract 3201.02; Cook County; Illinois","379600","35349",
"1400000US17031320400","Census Tract 3204; Cook County; Illinois","654700","81428",
"1400000US17031320600","Census Tract 3206; Cook County; Illinois","380800","58931",
"1400000US17031330101","Census Tract 3301.01; Cook County; Illinois","593500","64480",
"1400000US17031330102","Census Tract 3301.02; Cook County; Illinois","390800","54858",
"1400000US17031330103","Census Tract 3301.03; Cook County; Illinois","364800","13822",
"1400000US17031330200","Census Tract 3302; Cook County; Illinois","603700","72405",
"1400000US17031340300","Census Tract 3403; Cook County; Illinois","395000","45775",
"1400000US17031340400","Census Tract 3404; Cook County; Illinois","358100","96861",
"1400000US17031340500","Census Tract 3405; Cook County; Illinois","460100","61791",
"1400000US17031340600","Census Tract 3406; Cook County; Illinois","-","**",
"1400000US17031350100","Census Tract 3501; Cook County; Illinois","-","**",
"1400000US17031350400","Census Tract 3504; Cook County; Illinois","-","**",
"1400000US17031351000","Census Tract 3510; Cook County; Illinois","366900","162322",
"1400000US17031351100","Census Tract 3511; Cook County; Illinois","289300","187087",
"1400000US17031351400","Census Tract 3514; Cook County; Illinois","511000","336942",
"1400000US17031351500","Census Tract 3515; Cook County; Illinois","422900","177820",
"1400000US17031360200","Census Tract 3602; Cook County; Illinois","272200","110744",
"1400000US17031380100","Census Tract 3801; Cook County; Illinois","323300","59717",
"1400000US17031380200","Census Tract 3802; Cook County; Illinois","242600","108129",
"1400000US17031380600","Census Tract 3806; Cook County; Illinois","273200","80290",
"1400000US17031381200","Census Tract 3812; Cook County; Illinois","405400","118823",
"1400000US17031381400","Census Tract 3814; Cook County; Illinois","320400","74530",
"1400000US17031381500","Census Tract 3815; Cook County; Illinois","-","**",
"1400000US17031381700","Census Tract 3817; Cook County; Illinois","-","**",
"1400000US17031381800","Census Tract 3818; Cook County; Illinois","275000","37461",
"1400000US17031381900","Census Tract 3819; Cook County; Illinois","411100","156606",
"1400000US17031390100","Census Tract 3901; Cook County; Illinois","559800","120534",
"1400000US17031390200","Census Tract 3902; Cook County; Illinois","386400","64619",
"1400000US17031390300","Census Tract 3903; Cook County; Illinois","358200","340351",
"1400000US17031390400","Census Tract 3904; Cook County; Illinois","382600","147706",
"1400000US17031390500","Census Tract 3905; Cook County; Illinois","845800","332881",
"1400000US17031390600","Census Tract 3906; Cook County; Illinois","546900","98595",
"1400000US17031390700","Census Tract 3907; Cook County; Illinois","244800","85285",
"1400000US17031400300","Census Tract 4003; Cook County; Illinois","226000","12646",
"1400000US17031400400","Census Tract 4004; Cook County; Illinois","171400","98635",
"1400000US17031400500","Census Tract 4005; Cook County; Illinois","429500","380104",
"1400000US17031400800","Census Tract 4008; Cook County; Illinois","-","**",
"1400000US17031410100","Census Tract 4101; Cook County; Illinois","208500","58330",
"1400000US17031410200","Census Tract 4102; Cook County; Illinois","292900","151314",
"1400000US17031410500","Census Tract 4105; Cook County; Illinois","402600","84855",
"1400000US17031410600","Census Tract 4106; Cook County; Illinois","322800","142923",
"1400000US17031410700","Census Tract 4107; Cook County; Illinois","439200","154662",
"1400000US17031410800","Census Tract 4108; Cook County; Illinois","367900","234720",
"1400000US17031410900","Census Tract 4109; Cook County; Illinois","344600","19372",
"1400000US17031411000","Census Tract 4110; Cook County; Illinois","184200","91069",
"1400000US17031411100","Census Tract 4111; Cook County; Illinois","562500","83508",
"1400000US17031411200","Census Tract 4112; Cook County; Illinois","490900","167234",
"1400000US17031420100","Census Tract 4201; Cook County; Illinois","281700","67487",
"1400000US17031420200","Census Tract 4202; Cook County; Illinois","403100","141396",
"1400000US17031420300","Census Tract 4203; Cook County; Illinois","343800","117437",
"1400000US17031420400","Census Tract 4204; Cook County; Illinois","260000","102807",
"1400000US17031420500","Census Tract 4205; Cook County; Illinois","169200","56849",
"1400000US17031420600","Census Tract 4206; Cook County; Illinois","143500","26667",
"1400000US17031420700","Census Tract 4207; Cook County; Illinois","-","**",
"1400000US17031420800","Census Tract 4208; Cook County; Illinois","243800","68352",
"1400000US17031421200","Census Tract 4212; Cook County; Illinois","225000","18133",
"1400000US17031430101","Census Tract 4301.01; Cook County; Illinois","110900","28053",
"1400000US17031430102","Census Tract 4301.02; Cook County; Illinois","204200","79149",
"1400000US17031430200","Census Tract 4302; Cook County; Illinois","383800","125381",
"1400000US17031430300","Census Tract 4303; Cook County; Illinois","228700","19020",
"1400000US17031430400","Census Tract 4304; Cook County; Illinois","195600","20653",
"1400000US17031430500","Census Tract 4305; Cook County; Illinois","261700","81263",
"1400000US17031430600","Census Tract 4306; Cook County; Illinois","341200","23707",
"1400000US17031430700","Census Tract 4307; Cook County; Illinois","217300","23900",
"1400000US17031430800","Census Tract 4308; Cook County; Illinois","247800","68849",
"1400000US17031430900","Census Tract 4309; Cook County; Illinois","192400","24638",
"1400000US17031431200","Census Tract 4312; Cook County; Illinois","267300","26142",
"1400000US17031431301","Census Tract 4313.01; Cook County; Illinois","278200","127826",
"1400000US17031431302","Census Tract 4313.02; Cook County; Illinois","-","**",
"1400000US17031431400","Census Tract 4314; Cook County; Illinois","112500","52149",
"1400000US17031440101","Census Tract 4401.01; Cook County; Illinois","-","**",
"1400000US17031440102","Census Tract 4401.02; Cook County; Illinois","184500","86763",
"1400000US17031440201","Census Tract 4402.01; Cook County; Illinois","249700","107653",
"1400000US17031440202","Census Tract 4402.02; Cook County; Illinois","264700","42345",
"1400000US17031440300","Census Tract 4403; Cook County; Illinois","236800","30264",
"1400000US17031440600","Census Tract 4406; Cook County; Illinois","192300","14668",
"1400000US17031440700","Census Tract 4407; Cook County; Illinois","168100","66385",
"1400000US17031440800","Census Tract 4408; Cook County; Illinois","141900","30240",
"1400000US17031440900","Census Tract 4409; Cook County; Illinois","233000","22739",
"1400000US17031450300","Census Tract 4503; Cook County; Illinois","190200","23891",
"1400000US17031460100","Census Tract 4601; Cook County; Illinois","147500","37207",
"1400000US17031460200","Census Tract 4602; Cook County; Illinois","104900","40402",
"1400000US17031460301","Census Tract 4603.01; Cook County; Illinois","154300","97015",
"1400000US17031460302","Census Tract 4603.02; Cook County; Illinois","163200","15426",
"1400000US17031460400","Census Tract 4604; Cook County; Illinois","240500","41165",
"1400000US17031460500","Census Tract 4605; Cook County; Illinois","217700","26166",
"1400000US17031460800","Census Tract 4608; Cook County; Illinois","227900","77335",
"1400000US17031461000","Census Tract 4610; Cook County; Illinois","78900","39438",
"1400000US17031470100","Census Tract 4701; Cook County; Illinois","227400","79093",
"1400000US17031480100","Census Tract 4801; Cook County; Illinois","242400","15905",
"1400000US17031480200","Census Tract 4802; Cook County; Illinois","153800","72882",
"1400000US17031480300","Census Tract 4803; Cook County; Illinois","240600","50658",
"1400000US17031480400","Census Tract 4804; Cook County; Illinois","212100","29958",
"1400000US17031480500","Census Tract 4805; Cook County; Illinois","210300","22121",
"1400000US17031490200","Census Tract 4902; Cook County; Illinois","179200","29207",
"1400000US17031490500","Census Tract 4905; Cook County; Illinois","247300","39268",
"1400000US17031490600","Census Tract 4906; Cook County; Illinois","163400","15288",
"1400000US17031490700","Census Tract 4907; Cook County; Illinois","163800","18752",
"1400000US17031490800","Census Tract 4908; Cook County; Illinois","165400","41536",
"1400000US17031490901","Census Tract 4909.01; Cook County; Illinois","188100","20454",
"1400000US17031490902","Census Tract 4909.02; Cook County; Illinois","183300","15623",
"1400000US17031491000","Census Tract 4910; Cook County; Illinois","143300","51927",
"1400000US17031491100","Census Tract 4911; Cook County; Illinois","202400","13236",
"1400000US17031491200","Census Tract 4912; Cook County; Illinois","177000","28069",
"1400000US17031491300","Census Tract 4913; Cook County; Illinois","123500","93536",
"1400000US17031491400","Census Tract 4914; Cook County; Illinois","-","**",
"1400000US17031500100","Census Tract 5001; Cook County; Illinois","163000","2234",
"1400000US17031500200","Census Tract 5002; Cook County; Illinois","186100","12582",
"1400000US17031500300","Census Tract 5003; Cook County; Illinois","213100","15349",
"1400000US17031510100","Census Tract 5101; Cook County; Illinois","155100","51513",
"1400000US17031510200","Census Tract 5102; Cook County; Illinois","145400","13359",
"1400000US17031510300","Census Tract 5103; Cook County; Illinois","117700","13315",
"1400000US17031520100","Census Tract 5201; Cook County; Illinois","152600","14526",
"1400000US17031520200","Census Tract 5202; Cook County; Illinois","113300","41898",
"1400000US17031520300","Census Tract 5203; Cook County; Illinois","157700","17632",
"1400000US17031520400","Census Tract 5204; Cook County; Illinois","181900","14181",
"1400000US17031520500","Census Tract 5205; Cook County; Illinois","215900","34496",
"1400000US17031520600","Census Tract 5206; Cook County; Illinois","189500","17783",
"1400000US17031530100","Census Tract 5301; Cook County; Illinois","-","**",
"1400000US17031530200","Census Tract 5302; Cook County; Illinois","124900","68926",
"1400000US17031530300","Census Tract 5303; Cook County; Illinois","160200","24087",
"1400000US17031530400","Census Tract 5304; Cook County; Illinois","146900","27935",
"1400000US17031530501","Census Tract 5305.01; Cook County; Illinois","111100","76654",
"1400000US17031530502","Census Tract 5305.02; Cook County; Illinois","172600","17253",
"1400000US17031530503","Census Tract 5305.03; Cook County; Illinois","167300","15504",
"1400000US17031530600","Census Tract 5306; Cook County; Illinois","177300","46177",
"1400000US17031540101","Census Tract 5401.01; Cook County; Illinois","120800","50652",
"1400000US17031540102","Census Tract 5401.02; Cook County; Illinois","98100","34280",
"1400000US17031550100","Census Tract 5501; Cook County; Illinois","203800","25457",
"1400000US17031550200","Census Tract 5502; Cook County; Illinois","185500","8120",
"1400000US17031560100","Census Tract 5601; Cook County; Illinois","273100","29490",
"1400000US17031560200","Census Tract 5602; Cook County; Illinois","235100","15928",
"1400000US17031560300","Census Tract 5603; Cook County; Illinois","258800","10171",
"1400000US17031560400","Census Tract 5604; Cook County; Illinois","254800","19513",
"1400000US17031560700","Census Tract 5607; Cook County; Illinois","300500","24200",
"1400000US17031560800","Census Tract 5608; Cook County; Illinois","310800","38640",
"1400000US17031560900","Census Tract 5609; Cook County; Illinois","332800","20969",
"1400000US17031561000","Census Tract 5610; Cook County; Illinois","306000","26763",
"1400000US17031561100","Census Tract 5611; Cook County; Illinois","308400","22299",
"1400000US17031570100","Census Tract 5701; Cook County; Illinois","233800","20052",
"1400000US17031570200","Census Tract 5702; Cook County; Illinois","289400","34361",
"1400000US17031570300","Census Tract 5703; Cook County; Illinois","309900","50584",
"1400000US17031570400","Census Tract 5704; Cook County; Illinois","245700","35352",
"1400000US17031570500","Census Tract 5705; Cook County; Illinois","282400","19999",
"1400000US17031580100","Census Tract 5801; Cook County; Illinois","370500","32181",
"1400000US17031580200","Census Tract 5802; Cook County; Illinois","289300","35028",
"1400000US17031580300","Census Tract 5803; Cook County; Illinois","227600","12954",
"1400000US17031580400","Census Tract 5804; Cook County; Illinois","272700","24937",
"1400000US17031580501","Census Tract 5805.01; Cook County; Illinois","249700","72127",
"1400000US17031580502","Census Tract 5805.02; Cook County; Illinois","223900","30026",
"1400000US17031580600","Census Tract 5806; Cook County; Illinois","223000","50790",
"1400000US17031580700","Census Tract 5807; Cook County; Illinois","231200","13643",
"1400000US17031580800","Census Tract 5808; Cook County; Illinois","223000","16417",
"1400000US17031590500","Census Tract 5905; Cook County; Illinois","356800","81270",
"1400000US17031590600","Census Tract 5906; Cook County; Illinois","258900","32500",
"1400000US17031590700","Census Tract 5907; Cook County; Illinois","332100","30517",
"1400000US17031600400","Census Tract 6004; Cook County; Illinois","374500","42480",
"1400000US17031600600","Census Tract 6006; Cook County; Illinois","434300","27101",
"1400000US17031600700","Census Tract 6007; Cook County; Illinois","417500","75231",
"1400000US17031600900","Census Tract 6009; Cook County; Illinois","378100","44776",
"1400000US17031610300","Census Tract 6103; Cook County; Illinois","206700","65426",
"1400000US17031610400","Census Tract 6104; Cook County; Illinois","157400","22573",
"1400000US17031610800","Census Tract 6108; Cook County; Illinois","338200","33758",
"1400000US17031611200","Census Tract 6112; Cook County; Illinois","221200","45737",
"1400000US17031611300","Census Tract 6113; Cook County; Illinois","176600","17122",
"1400000US17031611400","Census Tract 6114; Cook County; Illinois","284800","237458",
"1400000US17031611500","Census Tract 6115; Cook County; Illinois","267400","29832",
"1400000US17031611600","Census Tract 6116; Cook County; Illinois","148800","42597",
"1400000US17031611700","Census Tract 6117; Cook County; Illinois","123800","76154",
"1400000US17031611800","Census Tract 6118; Cook County; Illinois","167100","20234",
"1400000US17031611900","Census Tract 6119; Cook County; Illinois","-","**",
"1400000US17031612000","Census Tract 6120; Cook County; Illinois","88000","54465",
"1400000US17031612100","Census Tract 6121; Cook County; Illinois","221400","83637",
"1400000US17031612200","Census Tract 6122; Cook County; Illinois","148400","92302",
"1400000US17031620100","Census Tract 6201; Cook County; Illinois","264600","10798",
"1400000US17031620200","Census Tract 6202; Cook County; Illinois","289900","47010",
"1400000US17031620300","Census Tract 6203; Cook County; Illinois","245100","18526",
"1400000US17031620400","Census Tract 6204; Cook County; Illinois","241100","17712",
"1400000US17031630300","Census Tract 6303; Cook County; Illinois","232300","22056",
"1400000US17031630400","Census Tract 6304; Cook County; Illinois","235000","26628",
"1400000US17031630500","Census Tract 6305; Cook County; Illinois","225500","22396",
"1400000US17031630600","Census Tract 6306; Cook County; Illinois","249500","38227",
"1400000US17031630800","Census Tract 6308; Cook County; Illinois","276100","34715",
"1400000US17031630900","Census Tract 6309; Cook County; Illinois","257000","32401",
"1400000US17031640100","Census Tract 6401; Cook County; Illinois","264400","16123",
"1400000US17031640300","Census Tract 6403; Cook County; Illinois","297600","23242",
"1400000US17031640400","Census Tract 6404; Cook County; Illinois","330800","22133",
"1400000US17031640500","Census Tract 6405; Cook County; Illinois","311900","19834",
"1400000US17031640600","Census Tract 6406; Cook County; Illinois","320800","20647",
"1400000US17031640700","Census Tract 6407; Cook County; Illinois","271600","48998",
"1400000US17031640800","Census Tract 6408; Cook County; Illinois","272200","49220",
"1400000US17031650100","Census Tract 6501; Cook County; Illinois","253800","31385",
"1400000US17031650200","Census Tract 6502; Cook County; Illinois","285700","13422",
"1400000US17031650301","Census Tract 6503.01; Cook County; Illinois","280500","14291",
"1400000US17031650302","Census Tract 6503.02; Cook County; Illinois","241400","19576",
"1400000US17031650400","Census Tract 6504; Cook County; Illinois","261300","21127",
"1400000US17031650500","Census Tract 6505; Cook County; Illinois","206900","24595",
"1400000US17031660301","Census Tract 6603.01; Cook County; Illinois","172400","79120",
"1400000US17031660302","Census Tract 6603.02; Cook County; Illinois","239800","32265",
"1400000US17031660400","Census Tract 6604; Cook County; Illinois","273100","20901",
"1400000US17031660500","Census Tract 6605; Cook County; Illinois","233300","15602",
"1400000US17031660600","Census Tract 6606; Cook County; Illinois","203000","27179",
"1400000US17031660700","Census Tract 6607; Cook County; Illinois","200500","71806",
"1400000US17031660800","Census Tract 6608; Cook County; Illinois","202900","36980",
"1400000US17031660900","Census Tract 6609; Cook County; Illinois","265900","35651",
"1400000US17031661000","Census Tract 6610; Cook County; Illinois","219600","20446",
"1400000US17031661100","Census Tract 6611; Cook County; Illinois","229000","12130",
"1400000US17031670100","Census Tract 6701; Cook County; Illinois","259400","42201",
"1400000US17031670200","Census Tract 6702; Cook County; Illinois","93000","62626",
"1400000US17031670300","Census Tract 6703; Cook County; Illinois","-","**",
"1400000US17031670400","Census Tract 6704; Cook County; Illinois","207200","49498",
"1400000US17031670500","Census Tract 6705; Cook County; Illinois","210900","84981",
"1400000US17031670600","Census Tract 6706; Cook County; Illinois","143000","20755",
"1400000US17031670700","Census Tract 6707; Cook County; Illinois","189500","35507",
"1400000US17031670800","Census Tract 6708; Cook County; Illinois","162700","22750",
"1400000US17031670900","Census Tract 6709; Cook County; Illinois","162100","7855",
"1400000US17031671100","Census Tract 6711; Cook County; Illinois","105400","19835",
"1400000US17031671200","Census Tract 6712; Cook County; Illinois","226900","150772",
"1400000US17031671300","Census Tract 6713; Cook County; Illinois","97700","12184",
"1400000US17031671400","Census Tract 6714; Cook County; Illinois","179400","50731",
"1400000US17031671500","Census Tract 6715; Cook County; Illinois","152900","108095",
"1400000US17031671600","Census Tract 6716; Cook County; Illinois","90600","66083",
"1400000US17031671800","Census Tract 6718; Cook County; Illinois","96100","31214",
"1400000US17031671900","Census Tract 6719; Cook County; Illinois","141000","15250",
"1400000US17031672000","Census Tract 6720; Cook County; Illinois","144000","36929",
"1400000US17031680500","Census Tract 6805; Cook County; Illinois","137500","50581",
"1400000US17031680600","Census Tract 6806; Cook County; Illinois","215000","130601",
"1400000US17031680900","Census Tract 6809; Cook County; Illinois","190500","62606",
"1400000US17031681000","Census Tract 6810; Cook County; Illinois","155500","67181",
"1400000US17031681100","Census Tract 6811; Cook County; Illinois","152700","24382",
"1400000US17031681200","Census Tract 6812; Cook County; Illinois","121900","79840",
"1400000US17031681300","Census Tract 6813; Cook County; Illinois","192300","93115",
"1400000US17031681400","Census Tract 6814; Cook County; Illinois","93500","25590",
"1400000US17031690300","Census Tract 6903; Cook County; Illinois","-","**",
"1400000US17031690400","Census Tract 6904; Cook County; Illinois","178100","30193",
"1400000US17031690500","Census Tract 6905; Cook County; Illinois","173800","36931",
"1400000US17031690900","Census Tract 6909; Cook County; Illinois","184100","78501",
"1400000US17031691000","Census Tract 6910; Cook County; Illinois","285500","40824",
"1400000US17031691100","Census Tract 6911; Cook County; Illinois","163800","89028",
"1400000US17031691200","Census Tract 6912; Cook County; Illinois","182500","61210",
"1400000US17031691300","Census Tract 6913; Cook County; Illinois","150600","52563",
"1400000US17031691400","Census Tract 6914; Cook County; Illinois","167300","21027",
"1400000US17031691500","Census Tract 6915; Cook County; Illinois","-","**",
"1400000US17031700100","Census Tract 7001; Cook County; Illinois","238300","26607",
"1400000US17031700200","Census Tract 7002; Cook County; Illinois","237000","11672",
"1400000US17031700301","Census Tract 7003.01; Cook County; Illinois","267900","11904",
"1400000US17031700302","Census Tract 7003.02; Cook County; Illinois","259100","19852",
"1400000US17031700401","Census Tract 7004.01; Cook County; Illinois","247900","19417",
"1400000US17031700402","Census Tract 7004.02; Cook County; Illinois","256700","26927",
"1400000US17031700501","Census Tract 7005.01; Cook County; Illinois","241500","24420",
"1400000US17031700502","Census Tract 7005.02; Cook County; Illinois","264500","21278",
"1400000US17031710100","Census Tract 7101; Cook County; Illinois","207700","154604",
"1400000US17031710200","Census Tract 7102; Cook County; Illinois","220600","29479",
"1400000US17031710300","Census Tract 7103; Cook County; Illinois","177200","44039",
"1400000US17031710400","Census Tract 7104; Cook County; Illinois","186600","20520",
"1400000US17031710500","Census Tract 7105; Cook County; Illinois","197000","23136",
"1400000US17031710600","Census Tract 7106; Cook County; Illinois","240400","92177",
"1400000US17031710700","Census Tract 7107; Cook County; Illinois","207700","75075",
"1400000US17031710800","Census Tract 7108; Cook County; Illinois","186000","26502",
"1400000US17031710900","Census Tract 7109; Cook County; Illinois","145300","80400",
"1400000US17031711000","Census Tract 7110; Cook County; Illinois","194600","31277",
"1400000US17031711100","Census Tract 7111; Cook County; Illinois","225900","40921",
"1400000US17031711200","Census Tract 7112; Cook County; Illinois","200100","20061",
"1400000US17031711300","Census Tract 7113; Cook County; Illinois","217300","28370",
"1400000US17031711400","Census Tract 7114; Cook County; Illinois","191300","17049",
"1400000US17031711500","Census Tract 7115; Cook County; Illinois","166200","12170",
"1400000US17031720100","Census Tract 7201; Cook County; Illinois","462900","23857",
"1400000US17031720200","Census Tract 7202; Cook County; Illinois","358800","38553",
"1400000US17031720300","Census Tract 7203; Cook County; Illinois","381800","21337",
"1400000US17031720400","Census Tract 7204; Cook County; Illinois","327200","16955",
"1400000US17031720500","Census Tract 7205; Cook County; Illinois","383700","16866",
"1400000US17031720600","Census Tract 7206; Cook County; Illinois","492500","48350",
"1400000US17031720700","Census Tract 7207; Cook County; Illinois","355700","20857",
"1400000US17031730100","Census Tract 7301; Cook County; Illinois","172100","20744",
"1400000US17031730201","Census Tract 7302.01; Cook County; Illinois","225700","27002",
"1400000US17031730202","Census Tract 7302.02; Cook County; Illinois","210200","30074",
"1400000US17031730300","Census Tract 7303; Cook County; Illinois","177900","15617",
"1400000US17031730400","Census Tract 7304; Cook County; Illinois","181600","24299",
"1400000US17031730500","Census Tract 7305; Cook County; Illinois","164900","15165",
"1400000US17031730600","Census Tract 7306; Cook County; Illinois","168400","26266",
"1400000US17031730700","Census Tract 7307; Cook County; Illinois","186600","22079",
"1400000US17031740100","Census Tract 7401; Cook County; Illinois","312100","24963",
"1400000US17031740200","Census Tract 7402; Cook County; Illinois","329000","13513",
"1400000US17031740300","Census Tract 7403; Cook County; Illinois","319300","32146",
"1400000US17031740400","Census Tract 7404; Cook County; Illinois","301700","28153",
"1400000US17031750100","Census Tract 7501; Cook County; Illinois","211500","17810",
"1400000US17031750200","Census Tract 7502; Cook County; Illinois","327700","125213",
"1400000US17031750300","Census Tract 7503; Cook County; Illinois","347000","32529",
"1400000US17031750400","Census Tract 7504; Cook County; Illinois","307200","29636",
"1400000US17031750500","Census Tract 7505; Cook County; Illinois","245800","57550",
"1400000US17031750600","Census Tract 7506; Cook County; Illinois","187200","24647",
"1400000US17031760801","Census Tract 7608.01; Cook County; Illinois","170600","55395",
"1400000US17031760802","Census Tract 7608.02; Cook County; Illinois","391400","46011",
"1400000US17031760803","Census Tract 7608.03; Cook County; Illinois","192800","18400",
"1400000US17031770201","Census Tract 7702.01; Cook County; Illinois","339600","16819",
"1400000US17031770202","Census Tract 7702.02; Cook County; Illinois","297900","49576",
"1400000US17031770300","Census Tract 7703; Cook County; Illinois","337500","11545",
"1400000US17031770400","Census Tract 7704; Cook County; Illinois","318200","17748",
"1400000US17031770500","Census Tract 7705; Cook County; Illinois","31700","6380",
"1400000US17031770601","Census Tract 7706.01; Cook County; Illinois","333200","13997",
"1400000US17031770602","Census Tract 7706.02; Cook County; Illinois","353500","17197",
"1400000US17031770700","Census Tract 7707; Cook County; Illinois","344900","46529",
"1400000US17031770800","Census Tract 7708; Cook County; Illinois","266300","18703",
"1400000US17031770901","Census Tract 7709.01; Cook County; Illinois","318600","33729",
"1400000US17031770902","Census Tract 7709.02; Cook County; Illinois","366900","23882",
"1400000US17031800100","Census Tract 8001; Cook County; Illinois","1673200","145929",
"1400000US17031800200","Census Tract 8002; Cook County; Illinois","1186500","316411",
"1400000US17031800300","Census Tract 8003; Cook County; Illinois","1209100","185305",
"1400000US17031800400","Census Tract 8004; Cook County; Illinois","1458100","133784",
"1400000US17031800500","Census Tract 8005; Cook County; Illinois","1227200","146254",
"1400000US17031800600","Census Tract 8006; Cook County; Illinois","1600000","143921",
"1400000US17031800700","Census Tract 8007; Cook County; Illinois","1007700","66386",
"1400000US17031800800","Census Tract 8008; Cook County; Illinois","590200","88144",
"1400000US17031800900","Census Tract 8009; Cook County; Illinois","533000","55773",
"1400000US17031801000","Census Tract 8010; Cook County; Illinois","705200","90884",
"1400000US17031801100","Census Tract 8011; Cook County; Illinois","891100","66060",
"1400000US17031801200","Census Tract 8012; Cook County; Illinois","993700","155637",
"1400000US17031801300","Census Tract 8013; Cook County; Illinois","1039100","179423",
"1400000US17031801400","Census Tract 8014; Cook County; Illinois","541200","101650",
"1400000US17031801500","Census Tract 8015; Cook County; Illinois","596900","47951",
"1400000US17031801601","Census Tract 8016.01; Cook County; Illinois","604700","29564",
"1400000US17031801603","Census Tract 8016.03; Cook County; Illinois","456300","26041",
"1400000US17031801605","Census Tract 8016.05; Cook County; Illinois","689500","71427",
"1400000US17031801606","Census Tract 8016.06; Cook County; Illinois","645100","34578",
"1400000US17031801607","Census Tract 8016.07; Cook County; Illinois","663600","31383",
"1400000US17031801608","Census Tract 8016.08; Cook County; Illinois","581900","48139",
"1400000US17031801701","Census Tract 8017.01; Cook County; Illinois","786300","62425",
"1400000US17031801702","Census Tract 8017.02; Cook County; Illinois","672900","41336",
"1400000US17031801800","Census Tract 8018; Cook County; Illinois","934100","148805",
"1400000US17031801901","Census Tract 8019.01; Cook County; Illinois","455900","60516",
"1400000US17031801902","Census Tract 8019.02; Cook County; Illinois","855400","95729",
"1400000US17031802002","Census Tract 8020.02; Cook County; Illinois","573000","57912",
"1400000US17031802003","Census Tract 8020.03; Cook County; Illinois","600800","33334",
"1400000US17031802004","Census Tract 8020.04; Cook County; Illinois","220300","17108",
"1400000US17031802100","Census Tract 8021; Cook County; Illinois","700600","58602",
"1400000US17031802200","Census Tract 8022; Cook County; Illinois","655300","118440",
"1400000US17031802300","Census Tract 8023; Cook County; Illinois","768600","81952",
"1400000US17031802402","Census Tract 8024.02; Cook County; Illinois","394000","60725",
"1400000US17031802403","Census Tract 8024.03; Cook County; Illinois","244000","14374",
"1400000US17031802404","Census Tract 8024.04; Cook County; Illinois","192600","36032",
"1400000US17031802503","Census Tract 8025.03; Cook County; Illinois","274800","47970",
"1400000US17031802504","Census Tract 8025.04; Cook County; Illinois","325600","34776",
"1400000US17031802505","Census Tract 8025.05; Cook County; Illinois","210300","43021",
"1400000US17031802506","Census Tract 8025.06; Cook County; Illinois","312700","21195",
"1400000US17031802605","Census Tract 8026.05; Cook County; Illinois","392200","31731",
"1400000US17031802607","Census Tract 8026.07; Cook County; Illinois","452300","22091",
"1400000US17031802608","Census Tract 8026.08; Cook County; Illinois","318900","21930",
"1400000US17031802609","Census Tract 8026.09; Cook County; Illinois","160700","10579",
"1400000US17031802610","Census Tract 8026.10; Cook County; Illinois","395700","21527",
"1400000US17031802701","Census Tract 8027.01; Cook County; Illinois","449500","26328",
"1400000US17031802702","Census Tract 8027.02; Cook County; Illinois","453600","16245",
"1400000US17031802801","Census Tract 8028.01; Cook County; Illinois","431400","18437",
"1400000US17031802802","Census Tract 8028.02; Cook County; Illinois","364600","21436",
"1400000US17031802900","Census Tract 8029; Cook County; Illinois","524200","55196",
"1400000US17031803005","Census Tract 8030.05; Cook County; Illinois","367900","57518",
"1400000US17031803007","Census Tract 8030.07; Cook County; Illinois","384300","41659",
"1400000US17031803008","Census Tract 8030.08; Cook County; Illinois","473900","13823",
"1400000US17031803010","Census Tract 8030.10; Cook County; Illinois","380600","55504",
"1400000US17031803012","Census Tract 8030.12; Cook County; Illinois","295200","86908",
"1400000US17031803013","Census Tract 8030.13; Cook County; Illinois","288200","30119",
"1400000US17031803014","Census Tract 8030.14; Cook County; Illinois","308500","57637",
"1400000US17031803015","Census Tract 8030.15; Cook County; Illinois","386500","21928",
"1400000US17031803016","Census Tract 8030.16; Cook County; Illinois","440500","22482",
"1400000US17031803017","Census Tract 8030.17; Cook County; Illinois","426800","28270",
"1400000US17031803100","Census Tract 8031; Cook County; Illinois","454900","28415",
"1400000US17031803200","Census Tract 8032; Cook County; Illinois","388000","37725",
"1400000US17031803300","Census Tract 8033; Cook County; Illinois","355900","52206",
"1400000US17031803400","Census Tract 8034; Cook County; Illinois","490500","42707",
"1400000US17031803500","Census Tract 8035; Cook County; Illinois","443500","32004",
"1400000US17031803603","Census Tract 8036.03; Cook County; Illinois","587200","38887",
"1400000US17031803604","Census Tract 8036.04; Cook County; Illinois","364700","19170",
